Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_on_Total
3288,42,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,19-07-2024,Standard,52.84
3291,63,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,28-01-2024,Standard,68.83
3293,56,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,30-07-2024,Express,0
3294,26,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,14-02-2024,Standard,0
3294,26,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,22-09-2024,Overnight,72.43
3296,21,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,17-01-2024,Standard,72.75
3297,21,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1235.15,247.03,5,20-02-2024,Express,98.94
3298,69,Female,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,07-07-2024,Express,69.66
3299,59,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,09-02-2024,Express,131.3
3299,59,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,08-06-2024,Overnight,15.22
3301,61,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,16-02-2024,Express,0
3301,61,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,31-03-2024,Standard,88.27
3302,37,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,10-10-2023,Standard,22.8
3302,37,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,08-04-2024,Express,0
3302,37,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,04-06-2024,Overnight,92.18
3302,37,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,18-06-2024,Overnight,11.28
3307,61,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,28-02-2024,Standard,52.83
3309,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,17-07-2024,Overnight,0
3311,79,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,83,20.75,4,18-07-2024,Overnight,0
3312,58,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,21-11-2023,Standard,94.54
3313,46,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,04-05-2024,Standard,93.77
3314,37,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,10-03-2024,Express,65.91
3315,29,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,05-07-2024,Express,90.68
3316,21,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,7603.47,844.83,9,13-10-2023,Standard,50.72
3317,69,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,09-07-2024,Standard,65.26
3318,36,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,02-05-2024,Express,37.77
3320,41,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,16-07-2024,Standard,50.69
3321,38,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1235.15,247.03,5,03-08-2024,Overnight,0
3322,51,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,13-12-2023,Standard,143.98
3322,51,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,06-08-2024,Overnight,0
3325,23,Male,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,05-12-2023,Overnight,31.34
3325,23,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,06-04-2024,Standard,0
3326,22,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,6758.64,844.83,8,04-02-2024,Express,91.45
3330,30,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,25-04-2024,Express,21.61
3331,44,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,11-09-2024,Overnight,0
3333,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,23-11-2023,Overnight,0
3333,55,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,29-12-2023,Standard,36.99
3334,28,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,08-01-2024,Standard,87.94
3334,28,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,18-03-2024,Overnight,30.1
3334,28,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,25-04-2024,Express,0
3334,28,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,29-07-2024,Standard,61.12
3336,35,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,20.75,20.75,1,18-01-2024,Standard,42.36
3339,71,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,25-12-2023,Standard,29.96
3340,46,Female,No,Smartphone,SKU1001,5,Completed,Paypal,83,20.75,4,04-09-2024,Standard,70.31
3340,46,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,11-09-2024,Overnight,0
3341,19,Female,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,01-11-2023,Standard,38.73
3341,19,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,14-01-2024,Express,43.29
3341,19,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,25-03-2024,Standard,0
3341,19,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,08-07-2024,Express,8.48
3343,62,Male,No,Laptop,SKU1005,3,Completed,Paypal,3711.68,463.96,8,05-11-2023,Express,41.69
3343,62,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3164.76,791.19,4,15-02-2024,Standard,52.84
3344,60,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,41.5,20.75,2,11-01-2024,Express,33.11
3345,45,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,11-08-2024,Overnight,63.46
3346,52,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,05-10-2023,Overnight,53.99
3347,37,Female,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,21-10-2023,Overnight,70.66
3347,37,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,25-07-2024,Express,72.91
3348,25,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,1582.38,791.19,2,26-04-2024,Overnight,21.37
3349,43,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,10-10-2023,Express,0
3349,43,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,16-12-2023,Standard,94.84
3349,43,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,25-08-2024,Standard,47.88
3351,73,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,41.5,20.75,2,19-01-2024,Standard,88.24
3351,73,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,6758.64,844.83,8,11-03-2024,Express,23.26
3352,66,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,83,20.75,4,07-01-2024,Overnight,63.66
3353,39,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,09-01-2024,Standard,0
3354,52,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,21-12-2023,Express,58.67
3359,18,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,17-02-2024,Overnight,36.33
3359,18,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,18-03-2024,Express,50.3
3360,43,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,06-12-2023,Overnight,0
3362,72,Female,No,Smartphone,SKU1001,5,Completed,Paypal,83,20.75,4,24-05-2024,Overnight,57.07
3362,72,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,04-07-2024,Standard,70.36
3365,38,Male,No,Laptop,SKU1005,3,Completed,Paypal,4175.64,463.96,9,16-11-2023,Overnight,6.38
3365,38,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,10-01-2024,Overnight,49.48
3367,19,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,15-04-2024,Express,83.72
3367,19,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,20-04-2024,Standard,28.81
3367,19,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,11-08-2024,Overnight,0
3368,18,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,29-12-2023,Standard,25.81
3368,18,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,18-04-2024,Standard,48.71
3370,29,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,30-07-2024,Standard,102
3371,57,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,1855.84,463.96,4,24-10-2023,Standard,0
3372,31,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,07-01-2024,Standard,0
3372,31,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,11-06-2024,Standard,54.02
3373,74,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,27-10-2023,Standard,16
3373,74,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,08-11-2023,Overnight,60
3373,74,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,19-11-2023,Standard,66.91
3373,74,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2319.8,463.96,5,20-01-2024,Express,0
3373,74,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,25-06-2024,Express,0
3373,74,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,06-07-2024,Overnight,62.72
3374,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,15-02-2024,Express,58.76
3375,78,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,02-06-2024,Overnight,52.95
3377,39,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,02-05-2024,Overnight,0
3379,57,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,22-01-2024,Express,26.69
3379,57,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,24-03-2024,Overnight,19.05
3379,57,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,30-03-2024,Standard,25.91
3381,23,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,20-02-2024,Overnight,0
3383,37,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,927.92,463.96,2,10-10-2023,Express,95.2
3385,43,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,20-12-2023,Overnight,22.25
3387,54,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,09-01-2024,Overnight,58.84
3388,75,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,21-05-2024,Standard,130.38
3388,75,Female,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,27-08-2024,Overnight,0
3389,19,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,19-04-2024,Overnight,0
3390,64,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,14-10-2023,Overnight,76.73
3390,64,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,26-03-2024,Express,27.96
3392,58,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,15-03-2024,Standard,29.83
3392,58,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,27-06-2024,Express,0
3393,50,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,01-10-2023,Express,81.14
3393,50,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,25-10-2023,Overnight,0
3393,50,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,15-11-2023,Overnight,0
3393,50,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,21-09-2024,Overnight,80.51
3394,73,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,11-10-2023,Overnight,50.22
3394,73,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,24-02-2024,Standard,22.37
3397,28,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,09-03-2024,Express,58.07
3398,60,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,25-10-2023,Standard,91.81
3400,57,Female,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,30-09-2023,Standard,0
3400,57,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,04-05-2024,Standard,37.78
3402,35,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,16-01-2024,Standard,114.97
3402,35,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,26-08-2024,Express,43.76
3403,57,Male,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,31-05-2024,Express,0
3404,79,Female,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,14-10-2023,Express,0
3404,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,02-01-2024,Express,77.89
3405,80,Female,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,14-10-2023,Standard,38.84
3405,80,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,07-03-2024,Overnight,0
3407,80,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,24-08-2024,Express,72.78
3408,72,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,01-11-2023,Overnight,87.65
3408,72,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,21-04-2024,Standard,58.47
3409,28,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,06-11-2023,Express,14.88
3409,28,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,07-03-2024,Standard,68.53
3409,28,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,04-04-2024,Express,47.65
3410,64,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,27-08-2024,Standard,37.29
3411,23,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,19-05-2024,Overnight,90.73
3412,23,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,08-10-2023,Standard,41.9
3412,23,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,07-02-2024,Express,0
3412,23,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,17-02-2024,Express,0
3413,45,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83,20.75,4,24-01-2024,Express,87.72
3415,21,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,2783.76,463.96,6,06-02-2024,Express,29.94
3416,36,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,1976.24,247.03,8,10-04-2024,Standard,0
3416,36,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,12-06-2024,Standard,0
3417,47,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,26-03-2024,Express,0
3417,47,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,29-04-2024,Overnight,49.09
3418,77,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,13-07-2024,Overnight,20.48
3418,77,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,18-07-2024,Standard,78.11
3418,77,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,17-08-2024,Standard,32.87
3420,69,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,22-09-2024,Standard,59.25
3421,57,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,18-12-2023,Standard,13.78
3421,57,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,17-08-2024,Standard,0
3422,34,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,29-01-2024,Overnight,89.16
3425,25,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,08-06-2024,Standard,93.44
3427,39,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,13-10-2023,Standard,0
3427,39,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,25-01-2024,Standard,0
3427,39,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,10-03-2024,Standard,0
3430,52,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,04-12-2023,Express,72.54
3430,52,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,07-01-2024,Overnight,0
3432,25,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,8448.3,844.83,10,11-06-2024,Overnight,67.15
3432,25,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,23-08-2024,Express,52.83
3433,72,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,23-01-2024,Overnight,80.78
3433,72,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,13-03-2024,Overnight,0
3434,39,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,18-10-2023,Standard,0
3435,34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,07-12-2023,Overnight,18.81
3440,38,Male,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,09-01-2024,Express,19.63
3440,38,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,01-02-2024,Overnight,87.32
3440,38,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83,20.75,4,27-08-2024,Express,0
3442,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,09-02-2024,Standard,74.64
3442,80,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,11-07-2024,Express,83.51
3442,80,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,16-09-2024,Standard,55.26
3443,50,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,03-10-2023,Overnight,20.01
3444,43,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,23-01-2024,Overnight,41.31
3444,43,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,27-08-2024,Overnight,27.29
3445,18,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,31-12-2023,Express,0
3445,18,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2783.76,463.96,6,05-09-2024,Express,0
3446,64,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,22-06-2024,Express,55.27
3447,19,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,03-05-2024,Overnight,51.93
3448,30,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,18-02-2024,Express,41.08
3449,67,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,26-11-2023,Standard,47.24
3449,67,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,22-04-2024,Standard,0
3449,67,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,17-08-2024,Standard,53.33
3453,29,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,29-12-2023,Standard,35.43
3453,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,02-01-2024,Overnight,0
3453,29,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,30-05-2024,Standard,63.7
3453,29,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,17-06-2024,Express,66.61
3454,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,166,20.75,8,09-10-2023,Standard,0
3454,37,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,08-08-2024,Express,24.86
3455,53,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,18-10-2023,Overnight,83.63
3458,22,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,12-10-2023,Express,96.74
3458,22,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,07-06-2024,Standard,93.82
3459,75,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,18-01-2024,Overnight,45.76
3460,48,Female,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,31-01-2024,Overnight,49.61
3460,48,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,20-05-2024,Express,0
3462,70,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,20-04-2024,Standard,15.35
3464,32,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,19-09-2024,Express,33.67
3466,51,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,31-03-2024,Express,0
3467,46,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,30-10-2023,Standard,57.62
3469,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,12-10-2023,Overnight,73.8
3469,68,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,09-03-2024,Overnight,23.99
3471,23,Female,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,06-12-2023,Standard,17.79
3471,23,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,05-01-2024,Standard,23.93
3471,23,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,24-08-2024,Overnight,0
3472,74,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,04-03-2024,Overnight,48.65
3472,74,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,16-08-2024,Express,33.81
3474,31,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,28-06-2024,Express,13.54
3475,62,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,11-03-2024,Standard,0
3476,30,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,19-01-2024,Overnight,0
3476,30,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,23-08-2024,Express,64.18
3476,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,04-09-2024,Overnight,35.02
3479,63,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,09-04-2024,Express,35.07
3479,63,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,07-05-2024,Overnight,13.15
3479,63,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,17-07-2024,Overnight,38.78
3481,20,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,27-02-2024,Express,18.69
3481,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,27-04-2024,Standard,0
3484,71,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,25-12-2023,Standard,25.98
3484,71,Male,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,30-12-2023,Overnight,33.11
3486,64,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,2534.49,844.83,3,05-06-2024,Express,0
3487,76,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,30-04-2024,Overnight,55.55
3489,31,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,28-11-2023,Standard,27.7
3490,29,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,20-06-2024,Express,60.52
3494,58,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,07-09-2024,Standard,42.72
3495,67,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,19-05-2024,Standard,91.76
3496,51,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,07-02-2024,Standard,0
3496,51,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,10-07-2024,Standard,54.86
3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,11-10-2023,Standard,85.24
3499,76,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,02-01-2024,Express,79.32
3499,76,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,04-03-2024,Express,16.55
3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,28-08-2024,Overnight,0
3501,61,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,07-02-2024,Standard,0
3502,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,20-09-2024,Express,85.17
3503,47,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83,20.75,4,22-11-2023,Express,39.99
3503,47,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,03-12-2023,Express,0
3505,57,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,14-01-2024,Overnight,105.61
3505,57,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,18-03-2024,Overnight,57.01
3506,70,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166,20.75,8,02-02-2024,Express,42.27
3507,78,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,08-12-2023,Overnight,54.85
3509,50,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,26-12-2023,Standard,6.78
3509,50,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,05-07-2024,Standard,42.44
3510,46,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,28-10-2023,Overnight,0
3510,46,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,03-12-2023,Express,55.01
3510,46,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,07-02-2024,Express,58.93
